Date,VNIndex,Open,High,Low,Volume,VN_Return,VN_Return_5d,VN_Return_20d,RSI,MACD_DIFF,BB_WIDTH,BB_PCT,ATR14_PCT,STOCH_K,STOCH_D,OBV_Trend,Price_vs_MA20,Price_vs_MA50,Volume_Shock,Volume_Shock_5,VN_Return_lag_1,VN_Return_lag_2,VN_Return_lag_3,VN_Return_lag_5,VN_Return_lag_7,HL_Range,Foreign_Net_Ratio,Foreign_Net_MA5,Sector_Momentum,Sector_Divergence,SP500_Return_lag1,NASDAQ_Return_lag1,Gold_Return_lag1,Oil_Return_lag1,DXY_Return_lag1,HSI_Return,Nikkei_Return,VIX_Return,VIX_Change,VN_VIX_Signal,VN_HV5,VN_HV10,FX_Stress,FX_Stress_20d,Asia_Sentiment,Is_Earnings_Season,Is_Earnings_Peak,Is_Deriv_Expiry,Is_Pre_Expiry,Is_Quarter_End,Is_Quarter_End_Week,Is_Near_Tet,Is_Tet_Zone,Is_Monday,Is_Friday,Is_Month_Start,Is_Month_End,Month_Sin,Month_Cos,DOW_Sin,DOW_Cos,Next_Return,Target
2014-03-21,601.75,600.48,607.22,600.48,224867350,0.002482257688334988,0.008243553440678175,0.05464710727868605,69.11595892183905,0.21757066265229774,6.987057152894479,0.831530624671128,1.1417318964301444,85.57347670250887,89.15120176603362,0.42521905105682883,2.31642342251198,7.035548431117659,1.4479560911075116,1.1818270954232644,-0.008801334236034353,0.009569058931399477,-0.0008494903058164915,0.0027048822284196916,0.002582837723024589,1.120066472787704,0.0,0.0,0.0065146598683191,0.009213120340024592,0.006040504799839,0.0027137944890962,-0.0081258567285502,-0.009365372279401,0.0027503591271225,0.0120166716058416,-0.0164763174207035,15.0,0.03305781867105084,0.638070585096009,0.1114238365933603,0.08796965831593156,0.16859947860858004,-0.4260928567954597,-0.00222982290743095,0,0,0,1,1,0,0,0,0,1,0,0,1.0,6.123233995736766e-17,-0.9510565162951536,0.30901699437494723,0.009638554216867323,1
2014-03-24,607.55,606.55,609.2,604.18,189271920,0.009638554216867323,0.011976147644746415,0.05371327482743049,72.31678989183487,0.34509489657503245,7.285065410589577,0.9161020727991039,1.1376468947645597,95.5284552845526,87.77919835649955,0.4732339117294677,3.0313308178233775,7.672529477692078,1.1894409296284911,0.9662773691191423,0.002482257688334988,-0.008801334236034353,0.009569058931399477,0.005914582041787408,0.008813260567438475,0.8262694428442262,0.0,0.0,0.020869504802148497,0.0023174191824650195,-0.0029326714097337,-0.0098395800271899,0.0041337842916195,0.00030170752494,-0.0012467083314111,0.0191144166281722,0.0176508203019549,15.09000015258789,0.006000010172525938,0.668980777690564,0.12291923957305181,0.0918035840856285,0.13625007754898402,-0.3098908723263837,0.01838261846506355,0,0,0,0,1,1,0,0,1,0,0,0,1.0,6.123233995736766e-17,0.0,1.0,-0.00938194387293212,0
2014-03-25,601.85,609.01,609.46,601.85,245217840,-0.00938194387293212,0.003334166875052169,0.026697372910269523,65.16856329362287,-0.05733448562557619,7.468256460207175,0.7583516089941797,1.156707986314187,78.11960897067281,86.40718031924477,0.2968735021871841,1.929436072875701,6.298839888178262,1.492497917966237,1.1886645944818681,0.009638554216867323,0.002482257688334988,-0.008801334236034353,-0.0008494903058164915,0.0027048822284196916,1.2644346597989555,0.0,0.0,-0.0157233194062095,0.017788861857905916,-0.0048647097432581,-0.0117845163974422,-0.0185629107994947,0.0014075949219498,-0.0022469142904053,-0.005224139863976,-0.0035998822617218,14.020000457763672,-0.07090786507651003,0.8269233302481233,0.1492658238684488,0.10999130166638217,0.133713307182794,-0.2112156501116717,-0.0044120110628489,0,0,0,0,1,1,0,0,0,0,0,1,1.0,6.123233995736766e-17,0.9510565162951535,0.30901699437494745,-0.022912685885187467,0
2014-03-26,588.06,603.54,603.68,587.52,246459570,-0.022912685885187467,-0.028946977327895307,-0.0029670571879080176,51.82253799193823,-1.286986737701321,7.477311379156143,0.447671024399427,1.2955603558822366,28.642880960319825,67.43031507184841,0.14191202121514318,-0.39128004471774863,3.5743598595195882,1.45890003114271,1.1314446734617247,-0.00938194387293212,0.009638554216867323,0.002482257688334988,0.009569058931399477,0.005914582041787408,2.748018909635066,0.0,0.0,-0.0205047560176992,0.028998104053381542,0.0044039398144655,0.0018644475681597,0.0001525878963073,-0.0041164260943374,0.0001251361965755,0.0071520061026617,0.0037418715939168,14.93000030517578,0.06490726231811128,1.0666595569323893,0.19789517242882018,0.16741588122476264,-0.0023548115851599835,-0.2734934237160857,0.00544693884828925,0,0,0,0,1,1,0,0,0,0,0,1,1.0,6.123233995736766e-17,0.5877852522924732,-0.8090169943749473,0.0035370540421046925,1
2014-03-27,590.14,588.94,591.7,582.81,146465260,0.0035370540421046925,-0.016859360943591084,0.009148583252107656,53.3736009476649,-1.954946227794684,7.423874845084734,0.4886540353490119,1.3063817662445008,34.37499999999995,47.04582997699753,0.1873208085351713,-0.08423102156569115,3.6485468759659843,0.887094066757288,0.6959411467234722,-0.022912685885187467,-0.00938194387293212,0.009638554216867323,-0.008801334236034353,-0.0008494903058164915,1.5064222049005491,0.0,0.0,0.0097087255020551,0.013730211278363859,-0.0070003197637347,-0.0143330352401495,-0.0061003506566003,0.0107873744176616,0.0005003867188604,-0.0024351877762675,0.0100661656439979,14.619999885559082,-0.020763590976567436,1.0465768753495812,0.2053325934870652,0.16137584974197605,-0.024854555277469978,-0.29848615422205366,0.0038154889338652,0,0,0,0,1,1,0,0,0,0,0,1,1.0,6.123233995736766e-17,-0.587785252292473,-0.8090169943749475,0.007032229640424159,1
2014-03-28,594.29,592.82,595.7,590.59,116220650,0.007032229640424159,-0.012397174906522701,0.013316737143636459,56.39033940577889,-2.0992737542524704,7.408167070932907,0.5745015198387344,1.271424215920305,43.18352059925076,35.400467186523514,0.21502143560213036,0.5519197060037669,4.083512004570428,0.703936559668373,0.6158134259589543,0.0035370540421046925,-0.022912685885187467,-0.00938194387293212,0.002482257688334988,0.009569058931399477,0.8598495683925379,0.0,0.0,0.011340895872619251,0.0025696291042502286,-0.0019000838946738,-0.0053551380919689,-0.0066749064594336,0.0101735150741415,0.001625371942507,0.0105832794686007,0.0050017901220922,14.40999984741211,-0.014363887810587506,1.062203622482602,0.21572087572639673,0.16542612347559948,0.017555505568926016,-0.16648442252967766,0.0077925347953464496,0,0,0,0,1,1,0,0,0,1,0,1,1.0,6.123233995736766e-17,-0.9510565162951536,0.30901699437494723,-0.004576890070504103,0
2014-03-31,591.57,596.41,597.22,591.57,117084100,-0.004576890070504103,-0.026302361945518715,0.03172416198681516,53.92757880910173,-2.3414757038154264,6.872439813840166,0.4909661984843883,1.2542569608512228,32.87054409005656,36.80968822976909,0.12541750831449106,-0.06208425720621917,3.3371414197524465,0.7145506906147215,0.6717794861335409,0.007032229640424159,0.0035370540421046925,-0.022912685885187467,0.009638554216867323,-0.008801334236034353,0.9550856196223568,0.0,0.0,0.0,0.0,0.0046402218845611,0.0010911910873554,-0.0006950663301836,0.0038507049205076,0.0008737947109087,0.0038762383104089,0.00896839501792,13.880000114440918,-0.03677999573791624,1.2337451404098043,0.1874203062909818,0.16261317492672614,0.04253823369427203,-0.08967738136468963,0.00642231666416445,0,0,0,0,1,1,0,0,1,0,0,1,1.0,6.123233995736766e-17,0.0,1.0,-0.01305001943979589,0
2014-04-01,583.85,590.93,593.03,582.3,167165310,-0.01305001943979589,-0.029907784331644094,0.02435215888555531,47.57655734263208,-2.9460784415498384,6.1154070236754245,0.25769710321973704,1.3113385622897091,5.70692194403558,27.253662211114303,0.017399220003160017,-1.4817808368269216,1.7578301330058494,1.0064710886410084,1.0534811359826126,-0.004576890070504103,0.007032229640424159,0.0035370540421046925,-0.00938194387293212,0.002482257688334988,1.8378008050012877,0.0,0.0,-0.0045638868366876,0.02022906314196486,0.0079241022070266,0.0104025427811269,-0.0080383552493157,-0.00088518087451,-0.000997777884138,0.0134295382830762,-0.0024170659874821,13.100000381469728,-0.056195945716143614,1.2384543970246702,0.19418896761431736,0.17262685646994855,0.03504259005056802,-0.057807424100735624,0.00550623614779705,1,1,0,0,0,0,0,0,0,0,1,0,0.8660254037844387,-0.4999999999999998,0.9510565162951535,0.30901699437494745,-0.0037338357454826943,0
2014-04-02,581.67,584.17,586.5,574.4,142309840,-0.0037338357454826943,-0.010866238138965367,0.011705569276794003,45.9315507473214,-3.3858681316207324,5.737315449854987,0.1679055753865824,1.3708220977907222,20.73588134626346,19.771115793451866,-0.0684097304386625,-1.9053304731452627,1.164328073861929,0.8467941861441425,1.032360096659946,-0.01305001943979589,-0.004576890070504103,0.007032229640424159,-0.022912685885187467,0.009638554216867323,2.0802173053449593,0.0,0.0,0.0016077788002373,0.0022737425845915328,0.0070393485966973,0.0164443832524838,-0.0029609231384111,-0.0181138406587686,-0.0002496459856097,0.003358810585182,0.0104333545168489,13.09000015258789,-0.0007633762282925893,1.1533859720286266,0.1239493975865371,0.15861767593465903,0.059999737403456016,0.0763743761739084,0.00689608255101545,1,1,0,0,0,0,0,0,0,0,1,0,0.8660254037844387,-0.4999999999999998,0.5877852522924732,-0.8090169943749473,0.013358089638454862,1
2014-04-03,589.44,584.45,590.91,582.83,99127880,0.013358089638454862,-0.001186159216457039,0.018805309734513553,52.26655123214664,-3.0565988607555994,5.318853443836214,0.3710087530081501,1.3680974635834837,42.89788933257288,23.113564207623977,-0.038363024934553534,-0.6860855382873285,2.2768679791365307,0.5955941302279245,0.7721349007485157,-0.0037338357454826943,-0.01305001943979589,-0.004576890070504103,0.0035370540421046925,-0.00938194387293212,1.370792616720943,0.0,0.0,0.00641027097601105,0.004532698029795145,0.0028533268419763,0.0019727841814833,0.0085183062066496,-0.0012030792035047,0.0017482440865048,0.0018265288399312,0.0084007011550188,13.369999885559082,0.021390353682756436,1.2373521291328193,0.1651435144944732,0.17761392515078625,0.08982089396487403,0.3178820831083204,0.005113614997475,1,1,0,0,0,0,0,0,0,0,1,0,0.8660254037844387,-0.4999999999999998,-0.587785252292473,-0.8090169943749475,0.006107491856677472,1
2014-04-04,593.04,589.9,593.72,588.34,92353580,0.006107491856677472,-0.002103350216224431,0.022923673997412575,54.90298405487013,-2.521712222623705,4.872398295412621,0.4607435352760041,1.3274637938359293,53.16600114090118,38.933257273245836,-0.01113633709475059,-0.1912731318051234,2.66509615244791,0.5645659218912581,0.7471480317210819,0.013358089638454862,-0.0037338357454826943,-0.01305001943979589,0.007032229640424159,-0.022912685885187467,0.9071900714960198,0.0,0.0,0.02857148896434125,0.04040618719056461,-0.0011264502910314,-0.0090541538833937,-0.0047268311398198,0.0067255385512252,0.0031164297705779,-0.0024373944080667,-0.0005381114781672,13.960000038146973,0.04412865801331445,1.250745551681327,0.1627067644319145,0.18093997027963526,0.05991725002648603,0.3924057431409544,-0.0014877529431169502,1,1,0,0,0,0,0,0,0,1,1,0,0.8660254037844387,-0.4999999999999998,-0.9510565162951536,0.30901699437494723,0.012697288547147023,1
